id,approved,reason_for_rejection,accepted_under_conditions
8422,False,"['Credit score below 640.', 'DTI ratio too high: 74.25%.', 'FEDTI ratio above preferred level of 28%.']",[]
8423,False,"['DTI ratio too high: 84.34%.', 'FEDTI ratio above preferred level of 28%.']",[]
8424,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8425,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8426,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8427,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
8428,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
8429,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8430,False,['Credit score below 640.'],[]
8431,False,"['DTI ratio too high: 55.89%.', 'FEDTI ratio above preferred level of 28%.']",[]
8432,False,['Credit score below 640.'],[]
8433,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
8434,True,[],[]
8435,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8436,False,['Credit score below 640.'],[]
8437,False,['Credit score below 640.'],[]
8438,False,"['Credit score below 640.', 'DTI ratio too high: 48.25%.']",[]
8439,True,[],[]
8440,False,"['Credit score below 640.', 'FEDTI ratio above preferred level of 28%.']",[]
8441,False,['DTI ratio too high: 48.64%.'],[]
8442,False,['Credit score below 640.'],[]
8443,False,"['Credit score below 640.', 'DTI ratio too high: 55.63%.', 'FEDTI ratio above preferred level of 28%.']",[]
8444,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8445,False,"['DTI ratio too high: 107.84%.', 'FEDTI ratio above preferred level of 28%.']",[]
8446,True,[],[]
8447,False,"['DTI ratio too high: 57.51%.', 'FEDTI ratio above preferred level of 28%.']",[]
8448,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8449,True,[],[]
8450,True,[],['DTI ratio above preferred level of 36%.']
8451,False,"['Credit score below 640.', 'DTI ratio too high: 62.75%.', 'FEDTI ratio above preferred level of 28%.']",[]
8452,False,"['Credit score below 640.', 'DTI ratio too high: 165.73%.', 'FEDTI ratio above preferred level of 28%.']",[]
8453,False,"['DTI ratio too high: 53.12%.', 'FEDTI ratio above preferred level of 28%.']",[]
8454,False,"['DTI ratio too high: 119.94%.', 'FEDTI ratio above preferred level of 28%.']",[]
8455,False,"['DTI ratio too high: 50.97%.', 'FEDTI ratio above preferred level of 28%.']",[]
8456,False,"['Credit score below 640.', 'DTI ratio too high: 46.28%.']",[]
8457,False,"['Credit score below 640.', 'DTI ratio too high: 89.71%.', 'FEDTI ratio above preferred level of 28%.']",[]
8458,False,['Credit score below 640.'],[]
8459,False,"['Credit score below 640.', 'DTI ratio too high: 60.72%.', 'FEDTI ratio above preferred level of 28%.']",[]
8460,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8461,False,"['Credit score below 640.', 'DTI ratio too high: 47.61%.', 'FEDTI ratio above preferred level of 28%.']",[]
8462,False,['DTI ratio too high: 47.43%.'],[]
8463,False,['DTI ratio too high: 51.88%.'],[]
8464,False,['DTI ratio too high: 44.69%.'],[]
8465,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8466,False,"['DTI ratio too high: 112.98%.', 'FEDTI ratio above preferred level of 28%.']",[]
8467,False,"['DTI ratio too high: 55.36%.', 'FEDTI ratio above preferred level of 28%.']",[]
8468,False,['DTI ratio too high: 44.79%.'],[]
8469,False,['Credit score below 640.'],[]
8470,False,"['Credit score below 640.', 'DTI ratio too high: 64.75%.', 'FEDTI ratio above preferred level of 28%.']",[]
8471,False,"['DTI ratio too high: 67.80%.', 'FEDTI ratio above preferred level of 28%.']",[]
8472,False,['DTI ratio too high: 48.66%.'],[]
8473,False,"['DTI ratio too high: 109.84%.', 'FEDTI ratio above preferred level of 28%.']",[]
8474,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8475,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8476,True,[],[]
8477,False,"['Credit score below 640.', 'FEDTI ratio above preferred level of 28%.']",[]
8478,False,"['Credit score below 640.', 'DTI ratio too high: 76.92%.', 'FEDTI ratio above preferred level of 28%.']",[]
8479,False,"['DTI ratio too high: 65.87%.', 'FEDTI ratio above preferred level of 28%.']",[]
8480,False,"['DTI ratio too high: 59.47%.', 'FEDTI ratio above preferred level of 28%.']",[]
8481,False,['DTI ratio too high: 46.61%.'],[]
8482,True,[],[]
8483,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8484,False,"['Credit score below 640.', 'DTI ratio too high: 72.96%.', 'FEDTI ratio above preferred level of 28%.']",[]
8485,False,"['Credit score below 640.', 'DTI ratio too high: 77.57%.', 'FEDTI ratio above preferred level of 28%.']",[]
8486,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8487,False,"['DTI ratio too high: 69.73%.', 'FEDTI ratio above preferred level of 28%.']",[]
8488,False,['DTI ratio too high: 55.53%.'],[]
8489,False,"['Credit score below 640.', 'DTI ratio too high: 60.34%.', 'FEDTI ratio above preferred level of 28%.']",[]
8490,False,"['DTI ratio too high: 47.94%.', 'FEDTI ratio above preferred level of 28%.']",[]
8491,True,[],['DTI ratio above preferred level of 36%.']
8492,False,"['Credit score below 640.', 'DTI ratio too high: 199.77%.', 'FEDTI ratio above preferred level of 28%.']",[]
8493,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8494,True,[],[]
8495,False,['Credit score below 640.'],[]
8496,False,"['DTI ratio too high: 121.79%.', 'FEDTI ratio above preferred level of 28%.']",[]
8497,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8498,False,"['Credit score below 640.', 'DTI ratio too high: 44.88%.']",[]
8499,False,['DTI ratio too high: 45.23%.'],[]
8500,False,"['Credit score below 640.', 'DTI ratio too high: 64.95%.', 'FEDTI ratio above preferred level of 28%.']",[]
8501,False,"['DTI ratio too high: 56.34%.', 'FEDTI ratio above preferred level of 28%.']",[]
8502,False,"['DTI ratio too high: 78.98%.', 'FEDTI ratio above preferred level of 28%.']",[]
8503,False,"['Credit score below 640.', 'DTI ratio too high: 102.08%.', 'FEDTI ratio above preferred level of 28%.']",[]
8504,False,"['Credit score below 640.', 'FEDTI ratio above preferred level of 28%.']",[]
8505,False,"['Credit score below 640.', 'DTI ratio too high: 62.83%.', 'FEDTI ratio above preferred level of 28%.']",[]
8506,True,[],[]
8507,False,['DTI ratio too high: 61.74%.'],[]
8508,False,"['DTI ratio too high: 111.32%.', 'FEDTI ratio above preferred level of 28%.']",[]
8509,False,"['Credit score below 640.', 'DTI ratio too high: 117.60%.', 'FEDTI ratio above preferred level of 28%.']",[]
8510,True,[],[]
8511,False,"['DTI ratio too high: 89.36%.', 'FEDTI ratio above preferred level of 28%.']",[]
8512,False,"['Credit score below 640.', 'DTI ratio too high: 58.95%.', 'FEDTI ratio above preferred level of 28%.']",[]
8513,False,"['Credit score below 640.', 'DTI ratio too high: 124.30%.', 'FEDTI ratio above preferred level of 28%.']",[]
8514,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
8515,False,"['Credit score below 640.', 'DTI ratio too high: 91.45%.', 'FEDTI ratio above preferred level of 28%.']",[]
8516,False,['Credit score below 640.'],[]
8517,False,['DTI ratio too high: 43.83%.'],[]
8518,False,['Credit score below 640.'],[]
8519,False,"['Credit score below 640.', 'DTI ratio too high: 97.78%.', 'FEDTI ratio above preferred level of 28%.']",[]
8520,False,"['DTI ratio too high: 84.93%.', 'FEDTI ratio above preferred level of 28%.']",[]
8521,False,"['DTI ratio too high: 54.92%.', 'FEDTI ratio above preferred level of 28%.']",[]
8522,False,"['DTI ratio too high: 78.39%.', 'FEDTI ratio above preferred level of 28%.']",[]
8523,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8524,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
8525,False,['Credit score below 640.'],[]
8526,False,"['DTI ratio too high: 49.54%.', 'FEDTI ratio above preferred level of 28%.']",[]
8527,False,['Credit score below 640.'],[]
8528,False,"['Credit score below 640.', 'DTI ratio too high: 63.11%.', 'FEDTI ratio above preferred level of 28%.']",[]
8529,False,"['Credit score below 640.', 'DTI ratio too high: 56.52%.', 'FEDTI ratio above preferred level of 28%.']",[]
8530,False,['Credit score below 640.'],[]
8531,False,"['Credit score below 640.', 'DTI ratio too high: 49.11%.', 'FEDTI ratio above preferred level of 28%.']",[]
8532,False,['Credit score below 640.'],[]
8533,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8534,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8535,True,[],[]
8536,False,['Credit score below 640.'],[]
8537,False,"['Credit score below 640.', 'DTI ratio too high: 53.40%.', 'FEDTI ratio above preferred level of 28%.']",[]
8538,True,[],['DTI ratio above preferred level of 36%.']
8539,False,"['DTI ratio too high: 49.57%.', 'FEDTI ratio above preferred level of 28%.']",[]
8540,False,"['DTI ratio too high: 45.86%.', 'FEDTI ratio above preferred level of 28%.']",[]
8541,True,[],[]
8542,False,"['DTI ratio too high: 94.84%.', 'FEDTI ratio above preferred level of 28%.']",[]
8543,True,[],[]
8544,False,"['Credit score below 640.', 'DTI ratio too high: 56.49%.', 'FEDTI ratio above preferred level of 28%.']",[]
8545,False,"['Credit score below 640.', 'DTI ratio too high: 108.01%.', 'FEDTI ratio above preferred level of 28%.']",[]
8546,False,"['Credit score below 640.', 'DTI ratio too high: 45.09%.', 'FEDTI ratio above preferred level of 28%.']",[]
8547,False,"['Credit score below 640.', 'DTI ratio too high: 107.33%.', 'FEDTI ratio above preferred level of 28%.']",[]
8548,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
8549,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8550,False,"['Credit score below 640.', 'DTI ratio too high: 46.54%.', 'FEDTI ratio above preferred level of 28%.']",[]
8551,False,"['DTI ratio too high: 55.90%.', 'FEDTI ratio above preferred level of 28%.']",[]
8552,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
8553,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8554,False,"['DTI ratio too high: 117.48%.', 'FEDTI ratio above preferred level of 28%.']",[]
8555,False,"['DTI ratio too high: 98.20%.', 'FEDTI ratio above preferred level of 28%.']",[]
8556,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
8557,False,"['Credit score below 640.', 'FEDTI ratio above preferred level of 28%.']",[]
8558,False,"['DTI ratio too high: 149.81%.', 'FEDTI ratio above preferred level of 28%.']",[]
8559,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8560,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8561,False,"['Credit score below 640.', 'DTI ratio too high: 53.05%.', 'FEDTI ratio above preferred level of 28%.']",[]
8562,False,['DTI ratio too high: 49.47%.'],[]
8563,False,"['Credit score below 640.', 'DTI ratio too high: 52.93%.', 'FEDTI ratio above preferred level of 28%.']",[]
8564,False,"['Credit score below 640.', 'DTI ratio too high: 57.21%.', 'FEDTI ratio above preferred level of 28%.']",[]
8565,True,[],[]
8566,True,[],[]
8567,False,"['Credit score below 640.', 'DTI ratio too high: 43.37%.']",[]
8568,False,"['Credit score below 640.', 'DTI ratio too high: 60.37%.', 'FEDTI ratio above preferred level of 28%.']",[]
8569,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8570,False,['Credit score below 640.'],[]
8571,False,"['Credit score below 640.', 'DTI ratio too high: 115.08%.', 'FEDTI ratio above preferred level of 28%.']",[]
8572,True,[],[]
8573,False,"['Credit score below 640.', 'DTI ratio too high: 112.89%.', 'FEDTI ratio above preferred level of 28%.']",[]
8574,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
8575,False,"['Credit score below 640.', 'DTI ratio too high: 89.20%.', 'FEDTI ratio above preferred level of 28%.']",[]
8576,True,[],[]
8577,True,[],[]
8578,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8579,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8580,True,[],[]
8581,False,['Credit score below 640.'],[]
8582,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8583,False,"['Credit score below 640.', 'DTI ratio too high: 68.68%.', 'FEDTI ratio above preferred level of 28%.']",[]
8584,False,"['DTI ratio too high: 106.88%.', 'FEDTI ratio above preferred level of 28%.']",[]
8585,False,"['DTI ratio too high: 88.63%.', 'FEDTI ratio above preferred level of 28%.']",[]
8586,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8587,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8588,False,['Credit score below 640.'],[]
8589,False,"['DTI ratio too high: 89.35%.', 'FEDTI ratio above preferred level of 28%.']",[]
8590,False,"['DTI ratio too high: 125.29%.', 'FEDTI ratio above preferred level of 28%.']",[]
8591,False,"['DTI ratio too high: 93.86%.', 'FEDTI ratio above preferred level of 28%.']",[]
8592,False,['Credit score below 640.'],[]
8593,False,"['Credit score below 640.', 'DTI ratio too high: 45.72%.', 'FEDTI ratio above preferred level of 28%.']",[]
8594,False,"['DTI ratio too high: 109.20%.', 'FEDTI ratio above preferred level of 28%.']",[]
8595,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8596,False,"['Credit score below 640.', 'DTI ratio too high: 91.25%.', 'FEDTI ratio above preferred level of 28%.']",[]
8597,False,"['Credit score below 640.', 'DTI ratio too high: 124.09%.', 'FEDTI ratio above preferred level of 28%.']",[]
8598,False,['Credit score below 640.'],[]
8599,True,[],[]
8600,False,"['DTI ratio too high: 96.01%.', 'FEDTI ratio above preferred level of 28%.']",[]
8601,False,"['DTI ratio too high: 77.96%.', 'FEDTI ratio above preferred level of 28%.']",[]
8602,False,['Credit score below 640.'],[]
8603,False,"['Credit score below 640.', 'DTI ratio too high: 64.70%.', 'FEDTI ratio above preferred level of 28%.']",[]
8604,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8605,False,['Credit score below 640.'],[]
8606,False,"['Credit score below 640.', 'DTI ratio too high: 55.03%.', 'FEDTI ratio above preferred level of 28%.']",[]
8607,False,"['DTI ratio too high: 98.95%.', 'FEDTI ratio above preferred level of 28%.']",[]
8608,False,['Credit score below 640.'],[]
8609,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8610,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8611,False,"['Credit score below 640.', 'FEDTI ratio above preferred level of 28%.']",[]
8612,False,['Credit score below 640.'],[]
8613,False,['Credit score below 640.'],[]
8614,False,"['Credit score below 640.', 'DTI ratio too high: 43.41%.', 'FEDTI ratio above preferred level of 28%.']",[]
8615,True,[],[]
8616,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8617,False,"['Credit score below 640.', 'DTI ratio too high: 43.06%.', 'FEDTI ratio above preferred level of 28%.']",[]
8618,False,['FEDTI ratio above preferred level of 28%.'],[]
8619,False,"['Credit score below 640.', 'FEDTI ratio above preferred level of 28%.']",[]
8620,True,[],[]
8621,False,"['DTI ratio too high: 46.17%.', 'FEDTI ratio above preferred level of 28%.']",[]
8622,False,"['DTI ratio too high: 59.12%.', 'FEDTI ratio above preferred level of 28%.']",[]
8623,False,"['Credit score below 640.', 'DTI ratio too high: 51.83%.', 'FEDTI ratio above preferred level of 28%.']",[]
8624,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8625,False,"['DTI ratio too high: 62.53%.', 'FEDTI ratio above preferred level of 28%.']",[]
8626,True,[],[]
8627,False,"['Credit score below 640.', 'DTI ratio too high: 90.93%.', 'FEDTI ratio above preferred level of 28%.']",[]
8628,True,[],[]
8629,False,"['DTI ratio too high: 76.18%.', 'FEDTI ratio above preferred level of 28%.']",[]
8630,False,"['Credit score below 640.', 'DTI ratio too high: 72.66%.', 'FEDTI ratio above preferred level of 28%.']",[]
8631,False,"['Credit score below 640.', 'DTI ratio too high: 64.94%.', 'FEDTI ratio above preferred level of 28%.']",[]
8632,True,[],[]
8633,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
8634,False,"['Credit score below 640.', 'DTI ratio too high: 73.24%.', 'FEDTI ratio above preferred level of 28%.']",[]
8635,False,['DTI ratio too high: 50.37%.'],[]
8636,False,"['Credit score below 640.', 'DTI ratio too high: 58.44%.', 'FEDTI ratio above preferred level of 28%.']",[]
